LATITUDE,LONGITUD
37.37025278,-121.91142222
37.50049722,-121.92908889
37.73498056,-122.13976667
37.63741111,-121.79876389
37.78006389,-122.42017222
37.64726667,-122.47193333
37.70076667,-122.02098611
37.31192222,-121.86962778
37.87101111,-122.27750833
37.32706944,-122.00808889
37.31406111,-121.79163333
37.23058889,-121.95029167
37.6997,-122.1083
37.24588333,-121.87489444
37.17183889,-121.67189167
37.32935,-122.36583611
37.29789722,-121.79673611
37.34244167,-121.85505
37.36191111,-122.06286944
37.03301667,-121.65748889
37.24819444,-121.96033056
37.44468333,-121.90679722
37.54145833,-122.01912222
37.05371111,-121.58201944
37.85536944,-122.49396111
37.7405,-121.58581944
37.31468056,-122.29368056
38.13457222,-122.68493056
38.10659167,-122.57876667
37.78431111,-122.43964167
37.95853611,-122.55133889
37.42158056,-122.09679722
37.7203,-121.6876
37.701675,-121.88870556
37.45373889,-122.18060278
37.29365833,-121.87361111
37.74223056,-122.42429167
37.43947222,-122.26403333
37.881075,-122.30779167
37.24100833,-121.79770278
37.44812778,-122.33533889
37.69763333,-122.464425
37.631775,-122.40318889
37.25363056,-121.78963056
37.33995833,-121.82152222
37.73764722,-121.61073333
36.97851667,-121.55673889
37.33550556,-121.80052778
37.71346667,-122.43452778
37.59751111,-121.859025
37.67032778,-121.91069444
37.76853611,-122.41560833
37.78042778,-122.41257778
37.51436111,-122.10834722
37.55185,-121.91812222
37.77998889,-122.48576667
37.05856944,-121.58685556
37.33419444,-122.07058889
37.61691667,-122.09317222
37.99235833,-122.5355
37.20998056,-121.72346111
37.77152778,-122.42325
37.0278,-121.56928056
37.93153333,-122.68855833
37.154275,-121.68737222
37.76564444,-122.47264444
36.96853333,-121.41283889
37.70256111,-121.75109722
37.30622222,-121.86366111
37.25585833,-121.862375
37.63042778,-122.08370556
37.72161944,-121.6528
37.73906389,-121.5926
37.78465,-122.41441389
37.75342778,-122.49532222
37.02057778,-121.58652222
37.15577222,-121.66365278
37.66568333,-122.45595278
37.25390278,-122.36595
37.10931667,-122.29456667
37.79751389,-122.43216111
37.36426944,-121.89856944
37.70936389,-122.123775
37.68006111,-122.08526389
37.05634167,-121.59340556
37.30740278,-121.87784167
37.5501,-122.3125
37.34018056,-121.73217222
36.95349722,-121.55228611
37.67510833,-121.814725
37.25543056,-121.79309444
37.11916944,-121.626725
37.32103333,-121.931875
37.55699722,-122.00459167
37.25263611,-121.79713889
37.37714722,-121.94326944
37.34440833,-121.856825
37.38600278,-122.01615556
37.01747222,-121.56338889
37.49840556,-122.32786111
38.14954167,-122.82394722
37.82268056,-122.260725
37.78599722,-122.39094722
37.03130278,-121.54328333
37.13241389,-121.63899444
37.73208611,-122.42954722
37.76993889,-122.40848889
38.24866944,-122.94276111
37.73538889,-122.379275
37.29436389,-121.92264444
37.36503611,-122.062825
37.79266389,-122.40438889
38.02020278,-122.72848333
37.76202778,-122.423825
37.88835556,-122.51688333
37.62278611,-122.40073333
37.542975,-122.06410556
37.54911111,-121.919
37.59463889,-121.90868889
37.60444722,-122.06491944
37.39202222,-121.99913611
37.72998333,-122.43001667
37.57881111,-121.981
37.61624444,-121.81376389
36.96864167,-121.41341389
37.79512222,-122.20773333
37.43535278,-121.923125
37.37141944,-121.92686944
38.10665,-122.51035
37.42179167,-121.91484722
37.33245833,-121.84557222
37.49921389,-121.92751667
37.11211389,-121.73671111
37.31318889,-122.28766111
37.70620833,-121.89325556
36.98411944,-121.583925
37.7495,-122.4998
37.78981389,-122.41907222
37.78441667,-122.39359444
37.36216944,-121.995875
37.33768056,-122.01707778
37.69187222,-122.13998889
37.73473056,-122.40636944
37.31309722,-122.17688611
37.78126944,-122.45403889
37.73248333,-122.41440278
37.32978333,-121.86791667
37.48295833,-121.93601389
37.37074444,-121.91287222
37.04497778,-121.26157222
37.66176667,-122.10489444
37.43208889,-121.90637222
37.364975,-122.00766111
37.50781667,-122.24949167
37.73346389,-122.03244444
37.70041944,-122.15188889
37.72171111,-121.68163611
37.64366111,-122.09316111
37.37019444,-121.84310556
37.48773611,-122.207
37.38802778,-121.97608056
37.68711944,-122.13300278
37.44479722,-122.11883611
37.78965,-122.25584167
37.80196111,-122.29788056
37.51571667,-121.92970278
37.67605556,-121.78573611
37.3861,-121.9779
37.48016944,-121.91245
37.371925,-122.25283333
37.4751,-122.20906944
37.7666,-122.24081944
37.1679,-122.36156111
37.31376667,-122.18095
37.31391944,-122.18118056
37.41926389,-122.21798889
37.32400833,-121.89212222
37.29131667,-121.93697778
37.50893333,-121.97608889
37.24184167,-122.00345833
37.27343056,-121.95256944
37.67732222,-122.13343889
37.14125278,-121.60812778
37.444675,-121.9068
37.024325,-121.5617
37.63168333,-122.08763611
37.49238611,-122.22137778
37.69084722,-122.08855
37.71727222,-122.17475278
37.76563333,-122.22950833
37.72303611,-122.43606111
37.975175,-122.49008333
37.36410278,-122.12451667
37.68379722,-122.11351111
37.73724444,-122.21357778
37.97986944,-121.78908889
37.72244722,-122.03724722
37.7938,-122.26430556
37.00473056,-121.58179722
37.67310278,-121.83455278
37.66103333,-122.40353611
37.48218056,-122.15038611
37.78759722,-122.40348333
37.09233333,-121.64061111
37.76483056,-122.41746111
37.32519444,-121.78216667
37.74610278,-122.50277222
37.77408889,-122.49286944
37.27518056,-122.14976389
37.78859722,-122.25118333
37.40003889,-121.99568333
37.66879722,-122.080825
37.07828889,-121.62125556
37.57855556,-122.04823056
37.29846389,-121.94983333
37.31744167,-121.82989722
37.70068611,-122.18936944
37.49419167,-122.29603056
37.55762222,-122.04343056
37.70158056,-121.914175
37.72183889,-121.6784
37.56111667,-121.99498611
37.66581111,-122.46891944
37.60479444,-122.49863333
37.70955833,-122.45052778
37.25066667,-121.91505278
37.20621389,-121.99071111
37.74126944,-121.58073333
36.97399444,-121.55484722
37.71713611,-122.424775
37.30747222,-121.82924444
37.79447778,-122.40481111
38.00658056,-122.6156
37.79741667,-122.41027222
37.24499444,-121.77165278
37.63159722,-122.08151389
37.72335278,-121.646525
37.72975,-122.43330833
37.49535278,-122.45597222
37.69725833,-122.13009722
37.36572222,-121.83875833
37.24171111,-121.76986667
37.78706389,-122.38770833
37.71281111,-122.47145556
38.14278611,-122.56429167
37.69788056,-121.80506944
37.48685556,-122.22113333
37.553225,-122.29362778
37.25546944,-121.95238056
37.33644167,-121.85668333
37.55707778,-122.51348056
37.81763333,-122.25204167
37.54636389,-122.30776389
37.35875556,-121.81532222
37.77965,-122.49436389
37.6214,-121.94371111
37.30405,-121.9224
37.7223,-122.48515
37.7825,-122.275375
37.54250278,-122.28586944
37.25838333,-121.86270833
37.21971944,-121.76190556
37.76545833,-122.41310556
37.77729444,-122.41969444
37.68127778,-122.12475833
37.36207222,-122.26110556
37.40351667,-121.87728333
37.27531389,-121.87935278
37.40631944,-121.90998889
37.35723889,-121.86921944
37.76609722,-122.41758611
37.90038611,-122.56633889
37.62175278,-122.14054444
37.78545556,-122.42299722
37.22902778,-121.90457778
37.73349722,-122.41146667
37.78928889,-122.20083889
37.4583,-122.1927
37.338375,-121.84171389
37.7547,-122.15055833
38.01918611,-122.53945278
37.70208056,-121.91098889
37.47771944,-122.21283889
37.77191944,-122.224425
37.54775556,-121.98645833
37.03134722,-121.54326111
37.74448611,-121.58888611
37.29988611,-122.40466944
37.17744722,-121.99535
37.32462222,-121.83798333
37.380325,-122.1514
37.33486944,-122.26914167
37.89303056,-122.30761667
37.59751667,-121.94504444
37.77006389,-122.40699722
37.33143333,-121.84351944
37.50451111,-122.24538056
37.42066944,-121.90431111
37.56648333,-122.02340833
37.311475,-121.84236389
37.40834444,-121.96153889
37.50209444,-122.27486111
37.65836389,-122.40599167
37.70181944,-121.92155
37.31606667,-121.95975
37.41919167,-122.22006944
37.67021389,-121.85809722
37.73241389,-122.21110833
37.80017222,-122.26935833
37.78784722,-122.24299167
37.29051944,-121.99049167
37.24915278,-121.959775
38.01233611,-122.51382778
37.73392778,-122.40693333
37.7469,-122.2019
37.555575,-121.97501944
37.48810278,-122.44964444
37.70331111,-122.14213889
37.26000278,-121.80948611
37.68476111,-121.91644167
37.38363056,-122.15187778
37.84869722,-122.235375
37.31741389,-121.87504722
37.18139444,-122.37703333
37.70879722,-122.41603056
37.45301111,-122.12865
37.20366111,-122.03196389
37.79090833,-122.39932222
37.67998056,-122.12266389
37.5994,-121.8728
37.66321667,-122.40015833
37.27738889,-121.95538889
37.65504444,-122.09608333
37.08381111,-121.60978889
37.87371944,-122.50836944
37.57394722,-122.03900833
37.41740278,-121.97396111
37.2138,-121.98775833
37.55438889,-122.02913889
37.71816111,-122.17558889
37.80435556,-122.42344167
37.61419167,-122.08633611
37.98326667,-122.52291389
37.58316111,-122.00656667
37.72354167,-122.15387222
37.94282222,-122.5016
37.66606111,-122.48104167
37.77958056,-122.12448889
37.22656389,-121.74268889
37.23915833,-121.76371667
37.38566944,-122.05062222
37.56017778,-122.01082222
37.78756667,-122.40660833
37.58269167,-121.96447778
37.79731111,-122.27233333
38.04378056,-122.61343056
37.77772778,-122.40188611
37.79025556,-122.41556667
37.7168,-122.3991
37.77261944,-122.19854167
37.5448,-121.98079444
37.64408889,-121.80084444
37.85055556,-122.22323611
37.31002222,-121.84463333
37.31770556,-121.93601111
37.80624167,-122.40873056
37.52059722,-121.94661667
37.81081944,-122.29174444
37.35215,-122.01365
37.77623611,-122.41475278
37.3496,-121.9088
37.830825,-122.47979444
37.45150278,-122.12570278
37.59349167,-122.39769722
37.47831111,-122.21395
37.36462222,-122.02856944
37.31038056,-121.82357222
37.64966389,-122.09744167
37.72145,-121.67581944
38.16785,-122.58155
37.19590278,-121.73454444
37.57026667,-121.89199167
37.82856944,-122.29465
37.44430833,-122.25662222
37.64570556,-122.40302778
37.222325,-122.40625556
37.58656944,-122.33318611
37.34638611,-121.86910833
37.78487778,-122.42796944
37.59242778,-121.95624444
37.35206111,-122.06044722
37.34571111,-121.9959
37.76699444,-122.01228056
37.78008333,-122.39432778
37.35214167,-121.83746667
37.42662222,-121.917125
38.01635,-122.54096111
37.70981667,-121.72162222
37.13563056,-121.63626111
37.42425278,-122.22861667
37.35,-121.8383
37.85188611,-122.26030556
37.60581944,-121.835125
37.84176111,-122.29713056
37.777975,-122.22658056
37.44192778,-122.11567222
36.94354167,-121.55286389
37.65782778,-121.87575833
37.49851667,-122.23872222
37.24455278,-121.96311111
37.33210556,-121.89921389
37.62143611,-121.88003889
37.71006389,-122.39148889
37.74661389,-122.20180278
37.552275,-121.94820278
37.54514722,-121.93175278
37.45765556,-121.91153889
37.53578056,-121.93231944
37.25540833,-121.79305833
37.54118611,-122.36704722
37.06295833,-121.61131389
37.71523889,-122.49290833
36.9992,-121.52504444
37.50955,-121.94981111
37.78790278,-122.24131667
37.89557778,-122.30814722
37.78727222,-122.416625
37.26157778,-122.10270833
37.74401389,-122.405725
37.80644722,-122.36911667
37.78743611,-122.43015278
37.52598056,-122.2827
37.33077778,-121.93614722
37.40125278,-122.11361667
37.39718889,-121.91381111
37.35288889,-122.0606
37.70243611,-121.74826944
37.75497778,-122.48191944
37.05553889,-121.24545
37.70122222,-121.82921111
37.76846389,-122.40591944
37.616075,-122.07319167
37.81040833,-122.24889167
37.03412222,-121.53311944
37.88008333,-122.28311111
37.51887778,-121.98189722
37.66580833,-122.11741111
37.72050278,-122.17803889
37.634875,-122.42030278
37.40333056,-122.02491111
37.39057778,-121.86463889
37.70017778,-122.46365556
37.23988056,-121.7829
37.22743611,-121.86945
37.16644444,-121.85696667
37.31760278,-122.18990556
37.50990833,-122.29382222
37.71310278,-122.45231667
37.64157222,-122.46661667
37.37829444,-121.96548333
37.69999722,-122.10860556
37.01350278,-121.64689167
37.74979722,-122.18128333
37.34459722,-121.89693611
37.41736944,-121.91346111
37.09479444,-121.611775
37.27418889,-121.95266944
37.71005278,-122.45731389
37.37972778,-122.26480556
37.79541944,-122.26681389
37.70595278,-122.15980278
37.69109444,-122.15835556
37.30824167,-121.97295556
37.35213889,-121.86363889
37.67526944,-121.81243611
37.29903333,-121.77199722
37.32573611,-121.82925833
37.33481389,-121.88811944
37.30356111,-121.843425
37.29060278,-121.83033056
36.983025,-121.585775
37.34533056,-121.83499722
37.66858889,-122.109075
37.25895278,-121.84024167
37.77029444,-122.43723611
37.80726389,-122.23897778
37.61290833,-122.04521389
37.63657222,-122.48978611
37.78788333,-122.18116667
37.72365,-121.6463
37.74918611,-122.41815556
37.76960278,-122.407575
37.50943333,-122.34444167
37.40214722,-122.07075833
37.75798889,-122.21178056
37.5577,-122.51423611
37.77069444,-122.38958611
37.73367778,-122.43136111
37.16203889,-121.98783333
37.40347778,-121.97766389
37.82299167,-122.27719444
37.35209444,-122.05052778
37.32480833,-121.97510278
37.75363889,-122.16561667
37.78623611,-122.19690833
37.25484167,-121.85893333
37.64915,-122.47188333
37.36086389,-121.90466111
37.64487222,-122.10514722
37.80223889,-122.28439167
37.23049722,-121.98325556
37.55274722,-122.29358889
37.4755,-122.13968333
37.61424722,-122.08659167
37.352175,-122.00061111
37.66074444,-121.80553889
38.04507222,-122.75028333
37.65471944,-122.40491111
37.54854167,-122.0604
37.51388333,-121.97538056
37.40486389,-122.05519167
37.74059444,-122.40773056
37.44504722,-121.92131111
37.451575,-121.92259167
37.97141944,-122.52223056
37.76720278,-122.13841944
37.85490833,-122.30003611
37.28449444,-121.80965833
37.369725,-122.14970833
36.96572222,-121.53213889
37.62942222,-122.45180278
37.027225,-121.58706667
37.76235,-122.21565556
37.05479722,-121.58281944
36.94281667,-121.55298333
37.39312778,-122.24330556
37.24588889,-122.01363611
37.85568056,-122.49422222
37.73605,-121.60598056
37.43163889,-122.24511111
37.36827222,-121.89233889
37.60603611,-122.04854444
37.39073056,-122.09585
37.32993889,-121.96432778
37.24111389,-121.79743056
37.63082222,-122.39966111
37.42123889,-122.09295833
37.32094167,-121.83357778
37.72553333,-122.40654444
37.30400556,-121.85363611
37.77332778,-122.21686944
37.44341389,-122.13866944
37.55256389,-122.05336944
37.43238333,-121.89964167
37.73860278,-122.179075
37.48049722,-122.21535556
37.00536389,-121.58650278
37.39218333,-122.16294167
37.50610278,-121.98418611
37.41163889,-122.07651111
37.82773333,-122.2945
37.74456111,-121.58785833
37.35228056,-122.00491389
37.8164,-122.27013056
37.63144167,-122.08722778
37.71956667,-122.39936111
37.78059722,-122.42374167
37.80860278,-122.24223056
37.44771944,-122.14268333
37.41035556,-122.08913611
37.6134,-122.02815
37.50256111,-122.47466111
37.3059,-121.81922222
37.35904167,-122.02756944
37.70709722,-122.45758056
37.73377778,-122.49393889
37.33067222,-122.04144722
37.72849167,-122.13891667
37.33674444,-121.85764722
37.72984722,-122.03382222
37.43009444,-121.88624444
37.425875,-121.91478889
37.36536944,-121.87148889
37.18224722,-121.76171667
37.01494722,-121.57514722
37.77506944,-122.41564722
37.64304167,-122.42546111
37.42577222,-122.192325
37.72826389,-122.44598333
37.75405833,-122.15096944
37.64370278,-122.45207222
37.03241389,-121.57150833
37.40342222,-121.89112222
37.65931389,-122.10340556
37.69726944,-122.14771667
37.34719167,-121.88585278
37.78171667,-122.17425833
37.65178889,-122.09027778
37.31551667,-121.83680833
37.70311667,-121.88794167
37.74402778,-122.398175
37.62255,-122.39600556
37.54450278,-122.02899167
37.25920278,-121.78496389
37.29924722,-121.93172778
37.38725556,-121.88609167
37.62001667,-122.09010556
37.29264444,-121.85061944
37.70687778,-122.47075833
37.62713333,-122.07078333
37.23754722,-121.72695556
37.67572222,-122.47184722
37.38560278,-122.061575
37.31769722,-121.93542778
37.48964444,-121.92066389
37.17603889,-121.67714167
37.31638333,-121.95149167
37.31067778,-121.91565833
37.35206667,-122.02990556
37.74863611,-122.47606111
37.40607778,-122.05875
37.32235278,-121.90089167
37.77586667,-122.19120556
37.59943333,-122.38293611
37.33771667,-121.94357222
37.35093056,-121.89014167
37.57060833,-122.31271389
37.31119167,-121.97725
37.24345,-121.92268333
37.78193889,-122.46539167
37.397775,-121.84603611
37.79816389,-122.27504167
37.238125,-121.83059167
37.41448611,-121.87451667
37.29968889,-121.98299167
37.28221667,-121.83442778
37.35983889,-121.99588333
37.76269167,-122.21244722
37.84511111,-122.27095278
37.35083889,-121.82715278
37.41686111,-122.17376944
37.75868889,-122.40570278
37.994575,-122.53233889
37.97065556,-122.52314444
37.80024444,-122.27952222
37.35999444,-121.89543611
37.03359444,-121.53750556
37.31446944,-121.93495
37.26793611,-121.90468333
37.43131667,-122.42665833
37.22208889,-121.76317222
37.60848611,-122.39976111
37.68362222,-122.12793889
37.78491389,-122.241
37.37705,-121.82045
37.7243,-122.45817778
37.85906111,-122.30166944
37.42014444,-122.13664444
37.79900278,-122.27297222
37.3423,-121.911
37.49279167,-121.94847222
37.3096,-121.83115
37.30134444,-121.85904167
37.6387,-122.49243333
37.68379167,-122.48597778
37.82557222,-122.26541944
37.32790278,-121.87150556
37.38571111,-122.05123333
37.56454722,-122.30726389
37.20765278,-121.72999444
37.80946111,-122.30270833
37.32455556,-121.82448333
37.28440833,-121.82027778
37.24705833,-121.80756667
37.80154444,-122.26846389
37.57175,-122.30979167
37.32619722,-121.90443333
37.86663056,-122.30361667
37.31583889,-121.99170833
37.89094722,-122.28699722
37.74151667,-122.17658611
37.423225,-122.11176111
37.33975833,-122.03241667
37.58019722,-121.99366111
37.27469722,-121.85003333
37.83725833,-122.26839444
37.84787222,-122.28528056
37.89026111,-122.27218611
37.3488,-122.05979167
37.68948056,-122.46601667
37.42589444,-121.97463333
37.71200556,-121.72431667
37.66705,-121.78035833
37.52393056,-122.00839444
37.70149444,-122.41177222
37.30222778,-121.82380556
37.61736389,-122.06993611
37.69792778,-121.77166111
37.78820278,-122.20998333
37.41796389,-122.13245278
37.27227778,-121.92084167
37.33211111,-121.83312778
37.34078056,-121.81991111
37.724875,-122.1827
37.30891389,-121.866575
37.25746667,-121.89404722
37.38132778,-122.1212
37.62851944,-122.45105833
37.28833611,-121.82833333
37.77430833,-122.21891944
37.77177778,-122.20700556
37.74026944,-122.192475
37.77361944,-122.440925
37.263825,-121.94314167
37.82356389,-122.277575
37.79872778,-122.26579444
38.09076389,-122.56126389
37.65053611,-122.09081389
37.54050556,-122.02314167
37.76828056,-122.17331944
37.70928056,-121.79533056
37.76708056,-122.203675
37.31355556,-121.87118056
37.68334722,-122.48937778
37.73136944,-122.45572222
37.32879167,-121.79825833
37.32364444,-121.81780556
37.39481389,-121.95888889
37.38774167,-121.94268611
37.78897222,-122.24523056
37.75231389,-122.17625833
37.26191389,-122.01384167
37.29336944,-121.94988889
37.65226667,-121.80560556
37.34403889,-121.86483333
37.35219722,-121.93731111
37.63486944,-122.45842222
37.22136111,-121.86733056
37.25898889,-121.87635833
37.18468056,-122.39038056
37.46403056,-122.14686944
37.330125,-121.87744444
37.27951944,-121.83693611
37.69671944,-121.74421667
37.261675,-121.92233333
37.67763889,-122.39305
37.04177778,-121.58628611
37.33767778,-121.88745833
37.32228611,-121.82583889
37.29999444,-121.866625
37.7344,-121.615875
37.52750278,-122.284925
37.17318889,-121.69476944
37.87206111,-122.26948889
37.702725,-122.01755556
37.81346944,-122.27584722
37.41607778,-121.97241389
37.24281944,-121.95950556
37.27918611,-121.77490833
37.75563056,-122.17969167
37.25244167,-121.83088611
37.36680556,-121.99610278
37.39296111,-122.28870833
37.79906389,-122.26998056
37.83660278,-122.25834167
37.32284444,-121.93105
37.43891389,-122.42761389
37.62587778,-122.42427222
37.31371111,-121.82605833
37.32070833,-121.76202778
37.34352222,-121.85596667
37.76902222,-122.40848889
37.77078611,-122.48823889
37.46550833,-122.102825
37.65459444,-122.10048333
37.36826389,-121.90851111
37.29328333,-121.83351389
37.33337222,-121.85250556
37.57816944,-122.35541667
37.53508611,-122.23746389
37.36713611,-122.03159444
37.75751111,-122.18359444
37.76868611,-122.42754444
37.28470556,-121.96098333
37.40344444,-121.99956111
37.33760556,-121.96834722
37.25835,-121.79370556
37.26960833,-121.81928056
37.36003611,-121.88939722
37.27903333,-121.83651389
37.35587222,-121.83066111
37.27981944,-121.83733333
37.41876667,-121.96766944
37.31874444,-121.84000556
37.81885833,-122.18675833
37.28911667,-121.84698056
37.24770278,-122.07349722
37.89178333,-122.30863889
37.7281,-122.14823333
37.36910278,-121.84745278
37.83844722,-122.29478056
37.83115,-122.27715833
37.31810556,-121.831475
37.2595,-121.79886944
37.78177222,-122.49234722
37.82693333,-122.27844167
37.70953333,-122.419575
37.747325,-122.47596111
37.77378611,-122.40843333
37.72105833,-122.17048611
37.73295,-122.19501667
37.76265833,-122.18202222
37.26690833,-121.90809722
37.37164722,-122.208375
37.77797778,-122.40939722
37.78987222,-122.20655
37.34766667,-122.08098333
37.79900278,-122.44268889
37.72307778,-122.44327222
37.598525,-122.08175
37.77289722,-122.47669722
37.39016944,-121.95549444